"","Region","Ethnicity","Religion","Highest.education.qualification","Frequency.of.all.media.combined","Working.status","Welth.index","Right","Wrong","Total"
"1864","Western","Sinhala","Roman Catholic","Degree and above","At least once a week","No","Highest",2,0,2
"1865","Western","Sinhala","Roman Catholic","Degree and above","At least once a week","Yes","Fourth",3,0,3
"1866","Western","Sinhala","Roman Catholic","Degree and above","At least once a week","Yes","Highest",18,0,18
"1867","Western","Sinhala","Roman Catholic","Degree and above","Less than once a week","Yes","Highest",1,0,1
"1868","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",6,2,8
"1869","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",42,1,43
"1870","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",1,1,2
"1871","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",1,0,1
"1872","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",8,0,8
"1873","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",33,1,34
"1874","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,1,2
"1875","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Second",1,0,1
"1876","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"1877","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",3,0,3
"1878","Western","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Fourth",1,0,1
"1879","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",18,0,18
"1880","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",25,3,28
"1881","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",10,0,10
"1882","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",2,1,3
"1883","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",11,1,12
"1884","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",11,1,12
"1885","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Lowest",0,1,1
"1886","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",4,2,6
"1887","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"1888","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Fourth",1,0,1
"1889","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Second",1,0,1
"1890","Western","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Not at all","Yes","Fourth",1,0,1
"1891","Western","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","No","Highest",1,0,1
"1892","Western","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","No","Middle",1,0,1
"1893","Western","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","No","Second",1,0,1
"1894","Western","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","Yes","Second",1,0,1
"1895","Western","Sinhala","Roman Catholic","Passed Grade 1-5","Less than once a week","No","Second",1,0,1
"1896","Western","Sinhala","Roman Catholic","Passed Grade 1-5","Less than once a week","Yes","Fourth",1,0,1
"1897","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Fourth",30,6,36
"1898","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Highest",19,4,23
"1899","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Lowest",2,2,4
"1900","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Middle",11,3,14
"1901","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Second",5,5,10
"1902","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Fourth",11,1,12
"1903","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Highest",8,0,8
"1904","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Lowest",1,0,1
"1905","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Middle",8,2,10
"1906","Western","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Second",6,1,7
"1907","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","No","Fourth",2,1,3
"1908","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","No","Highest",2,0,2
"1909","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","No","Middle",4,0,4
"1910","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","No","Second",1,0,1
"1911","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","Yes","Fourth",1,0,1
"1912","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","Yes","Highest",0,1,1
"1913","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","Yes","Second",3,0,3
"1914","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Not at all","No","Lowest",1,0,1
"1915","Western","Sinhala","Roman Catholic","Passed Grade 6-10","Not at all","No","Middle",1,0,1
"1916","Western","Sri Lanka Moor/Muslim","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"1917","Western","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","No","Highest",5,0,5
"1918","Western","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","Yes","Fourth",2,0,2
"1919","Western","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","Yes","Highest",6,0,6
"1920","Western","Sri Lanka Moor/Muslim","Islam","Degree and above","Less than once a week","No","Highest",1,0,1
"1921","Western","Sri Lanka Moor/Muslim","Islam","Degree and above","Less than once a week","Yes","Fourth",1,0,1
"1922","Western","Sri Lanka Moor/Muslim","Islam","No education","Not at all","No","Middle",1,0,1
"1923","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",10,1,11
"1924","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",21,5,26
"1925","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",6,2,8
"1926","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"1927","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",1,0,1
"1928","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Middle",0,1,1
"1929","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Second",1,0,1
"1930","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",4,0,4
"1931","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",24,4,28
"1932","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",4,0,4
"1933","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",2,0,2
"1934","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",4,0,4
"1935","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",6,1,7
"1936","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Lowest",0,1,1
"1937","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"1938","Western","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Highest",0,1,1
"1939","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","No","Fourth",1,0,1
"1940","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","No","Highest",2,0,2
"1941","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","No","Second",0,1,1
"1942","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","Yes","Fourth",1,0,1
"1943","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","Yes","Second",1,0,1
"1944","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","Not at all","No","Highest",1,0,1
"1945","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Fourth",17,8,25
"1946","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Highest",27,6,33
"1947","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Middle",8,1,9
"1948","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Second",2,2,4
"1949","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","Yes","Fourth",4,0,4
"1950","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","Yes","Highest",1,0,1
"1951","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","Yes","Middle",2,0,2
"1952","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","Yes","Second",1,0,1
"1953","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Fourth",1,2,3
"1954","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Highest",1,0,1
"1955","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Middle",1,0,1
"1956","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Second",1,0,1
"1957","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Not at all","No","Fourth",1,0,1
"1958","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Not at all","No","Highest",1,0,1
"1959","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Not at all","No","Lowest",1,0,1
"1960","Western","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Not at all","No","Second",1,0,1
"1961","Western","Sri Lanka Moor/Muslim","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"1962","Western","Sri Lanka Moor/Muslim","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"1963","Western","Sri Lanka Moor/Muslim","Roman Catholic","Passed Grade 6-10","At least once a week","No","Fourth",1,0,1
"1964","Western","Sri Lanka Tamil","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",1,0,1
"1965","Western","Sri Lanka Tamil","Buddhist","Passed Grade 1-5","At least once a week","Yes","Fourth",1,0,1
"1966","Western","Sri Lanka Tamil","Buddhist","Passed Grade 6-10","At least once a week","Yes","Fourth",1,0,1
"1967","Western","Sri Lanka Tamil","Hindu","Degree and above","At least once a week","No","Highest",1,0,1
"1968","Western","Sri Lanka Tamil","Hindu","Degree and above","At least once a week","Yes","Highest",3,1,4
"1969","Western","Sri Lanka Tamil","Hindu","No education","At least once a week","Yes","Lowest",1,0,1
"1970","Western","Sri Lanka Tamil","Hindu","No education","Less than once a week","Yes","Second",1,0,1
"1971","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",2,0,2
"1972","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",6,3,9
"1973","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"1974","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",7,1,8
"1975","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",7,0,7
"1976","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",7,2,9
"1977","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",0,1,1
"1978","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",1,0,1
"1979","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",0,1,1
"1980","Western","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",1,1,2
"1981","Western","Sri Lanka Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Lowest",0,1,1
"1982","Western","Sri Lanka Tamil","Hindu","Passed Grade 1-5","At least once a week","Yes","Highest",0,1,1
"1983","Western","Sri Lanka Tamil","Hindu","Passed Grade 1-5","Less than once a week","No","Middle",0,1,1
"1984","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Fourth",4,5,9
"1985","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Highest",4,2,6
"1986","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Lowest",1,0,1
"1987","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Middle",3,0,3
"1988","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Second",3,1,4
"1989","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Fourth",2,1,3
"1990","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Highest",3,0,3
"1991","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Lowest",1,0,1
"1992","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Middle",3,1,4
"1993","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Second",1,0,1
"1994","Western","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","No","Middle",0,1,1
"1995","Western","Sri Lanka Tamil","Islam","Passed Grade 6-10","At least once a week","No","Fourth",0,1,1
"1996","Western","Sri Lanka Tamil","Other","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Highest",1,0,1
"1997","Western","Sri Lanka Tamil","Other Christian","No education","Not at all","Yes","Lowest",0,1,1
"1998","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",3,0,3
"1999","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",2,0,2
"2000","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"2001","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",2,0,2
"2002","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",2,0,2
"2003","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",1,0,1
"2004","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"2005","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"2006","Western","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Middle",1,0,1
